normalized_string,normalized_translation_value, ,translation_memory_uuid,string_id,source_language,destination_language,webpage_id,request_url,website_id,date_inserted
&#13; Product ID: UG_1593,&#13; ID du produit : GU_1593,3,40e8b0fa-e368-11e2-bd1c-123138171cec,552,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
"Sku: <v id=""1"">1593027034</v>","UGS : <v id=""1"">1593027034</v>",4,40e8b0fa-e368-11e2-bd1c-123138171cec,553,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
"&#13; &#13; &#13; <g id=""1"">Employee Customer ID:</g> C2E60277- <v id=""2"">10-09-12</v>","&#13; &#13; &#13; <g id=""1"">ID de client de l'employ(é) :</g> C2E60277- <v id=""2"">10-09-12</v>",12,40e8b0fa-e368-11e2-bd1c-123138171cec,554,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Edit,Modifiez,1,40e8b0fa-e368-11e2-bd1c-123138171cec,557,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Save Changes,Sauvegardez les changements,2,40e8b0fa-e368-11e2-bd1c-123138171cec,106,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Discard Changes,Supprimez les changements,2,40e8b0fa-e368-11e2-bd1c-123138171cec,107,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Enter Your Promotions,Entrez vos promotions,3,40e8b0fa-e368-11e2-bd1c-123138171cec,108,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
"If you have a promotion code,","Si vous possédez un code promotionnel,",6,40e8b0fa-e368-11e2-bd1c-123138171cec,109,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
enter it here and click apply.,entrez-le ici et cliquez sur appliquer.,6,40e8b0fa-e368-11e2-bd1c-123138171cec,110,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Code:,Code :,1,40e8b0fa-e368-11e2-bd1c-123138171cec,111,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Apply,Appliquer :,1,40e8b0fa-e368-11e2-bd1c-123138171cec,112,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
&#13; Did you make any changes to the cart? Click here to update it:,&#13; Avez-vous effectué des changements au panier d'achat? Cliquez ici pour l'actualiser :,13,40e8b0fa-e368-11e2-bd1c-123138171cec,113,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Update,Actualisation,1,40e8b0fa-e368-11e2-bd1c-123138171cec,87,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Home Page,Page d'accueil,2,40e8b0fa-e368-11e2-bd1c-123138171cec,120,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Previous Page,Page précédente,2,40e8b0fa-e368-11e2-bd1c-123138171cec,121,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Finished shopping?,Vous avez terminé vos achats?,2,40e8b0fa-e368-11e2-bd1c-123138171cec,122,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Check out,Passez par la caisse de sortie,2,40e8b0fa-e368-11e2-bd1c-123138171cec,123,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Please wait while we process your request...,Veuillez patienter pendant que nous traitons votre demande...,7,40e8b0fa-e368-11e2-bd1c-123138171cec,124,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 12:51:32 2013
Product ID,ID du produit,2,40e8b0fa-e368-11e2-bd1c-123138171cec,558,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 13:01:34 2013
": <v id=""1"">UG_1593</v>",": <v id=""1"">UG_1593</v>",3,40e8b0fa-e368-11e2-bd1c-123138171cec,559,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 13:01:34 2013
Your Username or Password was incorrect. Please try again.,Votre nom d'utilisateur ou votre Mot de passe est incorrect. Veuillez réessayer.,9,40e8b0fa-e368-11e2-bd1c-123138171cec,125,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Index&Lcode=StoreLogin&CFID=12022&CFTOKEN=9a452e5dc278969e-0D72108B-F75D-3237-4C95318EFBD27D14&jsessionid=9630ce034e0c31a57f347f406e4f2b1771d1,Purolator French,Mon Jul  1 13:23:18 2013
Username / Nom d'utilisateur:,Nom d'utilisateur :,3,40e8b0fa-e368-11e2-bd1c-123138171cec,126,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Index&Lcode=StoreLogin&CFID=12022&CFTOKEN=9a452e5dc278969e-0D72108B-F75D-3237-4C95318EFBD27D14&jsessionid=9630ce034e0c31a57f347f406e4f2b1771d1,Purolator French,Mon Jul  1 13:23:18 2013
"Password / M <g id=""1"">ot de passe</g> :","Mot de passe / M <g id=""1"">ot de passe</g> :",8,40e8b0fa-e368-11e2-bd1c-123138171cec,127,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Index&Lcode=StoreLogin&CFID=12022&CFTOKEN=9a452e5dc278969e-0D72108B-F75D-3237-4C95318EFBD27D14&jsessionid=9630ce034e0c31a57f347f406e4f2b1771d1,Purolator French,Mon Jul  1 13:23:18 2013
Your Employee Number wasn't found. Please try again.,Votre matricule d'employé ne fut pas trouvée Veuillez réessayer.,8,40e8b0fa-e368-11e2-bd1c-123138171cec,129,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Index&Lcode=StoreLogin&CFID=12022&CFTOKEN=9a452e5dc278969e-0D72108B-F75D-3237-4C95318EFBD27D14&jsessionid=9630ce034e0c31a57f347f406e4f2b1771d1,Purolator French,Mon Jul  1 13:23:18 2013
Did you forget your password?,Avez-vous oublié votre mot de passe?,5,40e8b0fa-e368-11e2-bd1c-123138171cec,128,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Index&Lcode=StoreLogin&CFID=12022&CFTOKEN=9a452e5dc278969e-0D72108B-F75D-3237-4C95318EFBD27D14&jsessionid=9630ce034e0c31a57f347f406e4f2b1771d1,Purolator French,Mon Jul  1 13:23:18 2013
Error Page - Please Go Back One Page,Page d'erreur — Veuillez retourner à la dernière page,8,40e8b0fa-e368-11e2-bd1c-123138171cec,132,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 16:13:32 2013
Sorry.,Pardon.,1,40e8b0fa-e368-11e2-bd1c-123138171cec,133,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 16:13:32 2013
The link you selected has a problem.,Le lien que vous avez sélectionné a un problème.,7,40e8b0fa-e368-11e2-bd1c-123138171cec,134,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 16:13:32 2013
An email has been&#13; sent to the system administrator so the page may be fixed.,Un courriel a été&#13; envoyé à l'administrateur de système pour faire réparer la page.,15,40e8b0fa-e368-11e2-bd1c-123138171cec,135,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 16:13:32 2013
"In the meantime, please&#13; click the link below to return to the home page.","Dans l'intervalle, veuillez&#13; cliquer sur le lien ci-dessous pour retourner à la page d'accueil.",14,40e8b0fa-e368-11e2-bd1c-123138171cec,136,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 16:13:32 2013
"&#13; Buying for <v id=""1"">tester tester</v> &#13; <g id=""2"">&#13; &#13; </g> &#13;","&#13; Achat pour <v id=""1"">testeur testeur</v> &#13; <g id=""2"">&#13; &#13; </g> &#13;",8,40e8b0fa-e368-11e2-bd1c-123138171cec,560,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=index&lcode=Account.supervisor.EmployeeSelection&y,Purolator French,Mon Jul  1 18:31:14 2013
Womens Retail - Unisync Group,Détail pour femmes — Unisync Group,5,40e8b0fa-e368-11e2-bd1c-123138171cec,561,en,fr,,http://frpurolator.unisyncgroupstores.com/Womens_Retail.7598.2.htm,Purolator French,Mon Jul  1 18:31:18 2013
Womens Retail,Détail pour femmes,2,40e8b0fa-e368-11e2-bd1c-123138171cec,562,en,fr,,http://frpurolator.unisyncgroupstores.com/Womens_Retail.7598.2.htm,Purolator French,Mon Jul  1 18:31:18 2013
Tops,Hauts,1,40e8b0fa-e368-11e2-bd1c-123138171cec,342,en,fr,,http://frpurolator.unisyncgroupstores.com/Womens_Retail.7598.2.htm,Purolator French,Mon Jul  1 18:31:18 2013
Unisex Navy Insulated Vest,Unisexe gilet isolant bleu marin,4,40e8b0fa-e368-11e2-bd1c-123138171cec,100,en,fr,,http://frpurolator.unisyncgroupstores.com/Womens_Retail.7598.2.htm,Purolator French,Mon Jul  1 18:31:18 2013
Unisync Group | Women's Black 2-Way Stretch Pant | | Unisync Group | 1340,Unisync Group | Femme pantalon extensibilité 2-sens noir | | Unisync Group | 1340,9,40e8b0fa-e368-11e2-bd1c-123138171cec,568,en,fr,,http://frpurolator.unisyncgroupstores.com/women-s-black-2-way-stretch-pant-p.html?UMParent=0,Purolator French,Mon Jul  1 18:31:39 2013
"&#13; Black&#13; <g id=""1""> &#13; <g id=""2""><g id=""3"">Black</g></g><x id=""4""/><x id=""5""/></g> &#13;","&#13; Noirk&#13; <g id=""1""> &#13; <g id=""2""><g id=""3"">Noir</g></g><x id=""4""/><x id=""5""/></g> &#13;",15,40e8b0fa-e368-11e2-bd1c-123138171cec,569,en,fr,,http://frpurolator.unisyncgroupstores.com/women-s-black-2-way-stretch-pant-p.html?UMParent=0,Purolator French,Mon Jul  1 18:31:39 2013
Unisync Group | Women's Black 2-Way Stretch Pant | Womens Retail | Unisync Group | 1340,Unisync Group | Femme pantalon extensibilité 2-sens noir | Détail pour femmes | Unisync Group | 1340,11,40e8b0fa-e368-11e2-bd1c-123138171cec,570,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Product&action=skipcart&product_ID=32616&category=0&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Mon Jul  1 18:31:53 2013
"<g id=""1"">Color:</g> Black","<g id=""1"">Couleur :</g> Noir",5,40e8b0fa-e368-11e2-bd1c-123138171cec,571,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Cart,Purolator French,Mon Jul  1 18:31:56 2013
&#13; (Get there fast...)&#13; &#13;,&#13; (Rendez-vous-y rapidement!...)&#13; &#13;,3,40e8b0fa-e368-11e2-bd1c-123138171cec,388,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=index&lcode=Account.supervisor.EmployeeSelection&y,Purolator French,Tue Jul  2 01:13:37 2013
"Ship Location: <v id=""1"">1111001277</v>","Emplacement d'expédition <v id=""1"">1111001277</v>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,398,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=index&lcode=Account.supervisor.EmployeeSelection&y,Purolator French,Tue Jul  2 01:13:37 2013
* You can pick any combination of products in a group up to the total unused quota.,*Il est possible de choisir toute combinaison de produits dans un groupe jusqu'au total du quota inutilisé.,16,40e8b0fa-e368-11e2-bd1c-123138171cec,574,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=index&LCode=Quota.EmployeeUnusedQuota&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:13:45 2013
&#13; Gender: &#13;,&#13; Sexe : &#13;,1,40e8b0fa-e368-11e2-bd1c-123138171cec,416,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
Select Gender,Sélectionnez le sexe,2,40e8b0fa-e368-11e2-bd1c-123138171cec,217,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
Male,Mâle,1,40e8b0fa-e368-11e2-bd1c-123138171cec,218,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
Female,Femelle,1,40e8b0fa-e368-11e2-bd1c-123138171cec,219,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
Unisex,Unisexe,1,40e8b0fa-e368-11e2-bd1c-123138171cec,220,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
&#13; This determines the clothing styles you can get.&#13;,&#13; Ceci détermine les styles de vêtements que vous pouvez recevoir.&#13;,8,40e8b0fa-e368-11e2-bd1c-123138171cec,427,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.Billing,Purolator French,Tue Jul  2 01:14:21 2013
"<g id=""1"">Employee Details:</g>","<g id=""1"">Détails de l'employé(e) :</g>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,30,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Order History,Commander l'historique,2,40e8b0fa-e368-11e2-bd1c-123138171cec,35,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Date,Date,1,40e8b0fa-e368-11e2-bd1c-123138171cec,36,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Order Number,Numéro de commande,2,40e8b0fa-e368-11e2-bd1c-123138171cec,37,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Status,État,1,40e8b0fa-e368-11e2-bd1c-123138171cec,38,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Ordered by,Commandé par,2,40e8b0fa-e368-11e2-bd1c-123138171cec,39,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Total,Total,1,40e8b0fa-e368-11e2-bd1c-123138171cec,40,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Tracking ID,ID du pistage,2,40e8b0fa-e368-11e2-bd1c-123138171cec,41,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Order Submitted Successfully,Commande soumise avec succès,3,40e8b0fa-e368-11e2-bd1c-123138171cec,46,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Order Released for Picking,Commande transmise pour collecte,4,40e8b0fa-e368-11e2-bd1c-123138171cec,43,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Order Loaded,Commande chargée,2,40e8b0fa-e368-11e2-bd1c-123138171cec,45,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Backorder Shipped and Invoiced Complete,Reste de commande expédié et facturation complétée,5,40e8b0fa-e368-11e2-bd1c-123138171cec,50,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Backorder Being Processed,Traitement en cours de commande en souffrance,3,40e8b0fa-e368-11e2-bd1c-123138171cec,51,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Shipped and Invoiced Complete,Expédition et facturation complétées,4,40e8b0fa-e368-11e2-bd1c-123138171cec,418,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
"Total Orders : <v id=""1"">49</v>","Total des commandes : <v id=""1"">49</v>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,55,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Account.OrderHistory,Purolator French,Tue Jul  2 01:14:28 2013
Sign In,Entrez dans le système,2,40e8b0fa-e368-11e2-bd1c-123138171cec,577,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
Shipping,Expédition,1,40e8b0fa-e368-11e2-bd1c-123138171cec,18,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
Billing,Facturation,1,40e8b0fa-e368-11e2-bd1c-123138171cec,578,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
Order Review,Revue de la commande,2,40e8b0fa-e368-11e2-bd1c-123138171cec,579,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
&#13; Selecting your shipping location&#13;,&#13; Sélection de votre emplacement d'expédition&#13;,4,40e8b0fa-e368-11e2-bd1c-123138171cec,580,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
Ship To,Expédiez à,2,40e8b0fa-e368-11e2-bd1c-123138171cec,581,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
&#13; Select your location from the choices below,&#13; Sélectionnez votre emplacement à partir des choix ci-dessous,7,40e8b0fa-e368-11e2-bd1c-123138171cec,582,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.CustomerEdit&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:53 2013
"Your purchase confirmation will be emailed to you from <g id=""1"">info@uniformmarket.com</g> . Please watch for your purchase confirmation from this email address.","La confirmation de votre achat vous sera envoyée par courriel de <g id=""1"">info@uniformmarket.com</g> . Veuillez surveiller la confirmation de votre achat à partir de cette adresse courriel.",25,40e8b0fa-e368-11e2-bd1c-123138171cec,583,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:57 2013
"<g id=""1""></g> Ship to:","<g id=""1""></g> Expédiez à :",5,40e8b0fa-e368-11e2-bd1c-123138171cec,584,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:57 2013
Shipping Method:,Méthode d'expédition :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,589,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:57 2013
"Shipping cost: $ <v id=""1"">0.00</v>","Coût d'expédition $ <v id=""1"">0.00</v>",5,40e8b0fa-e368-11e2-bd1c-123138171cec,590,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:57 2013
"<g id=""1""></g> Bill to:","<g id=""1""></g> Facturez vers :",5,40e8b0fa-e368-11e2-bd1c-123138171cec,591,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:57 2013
Payment Method:,Méthode de paiement :,2,40e8b0fa-e368-11e2-bd1c-123138171cec,594,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
Purchase Order Number:,Numéro de commande :,3,40e8b0fa-e368-11e2-bd1c-123138171cec,595,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
"edit <g id=""1""><g id=""2""></g>Click here to edit payment information.</g>","modifiez <g id=""1""><g id=""2""></g>Cliquez ici pour modifier les renseignements de paiement.</g>",13,40e8b0fa-e368-11e2-bd1c-123138171cec,596,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
"&#13; &#13; &#13; <g id=""1"">edit <g id=""2""><g id=""3""></g>Click here to edit payment information.</g></g> &#13; &#13; &#13;","&#13; &#13; &#13; <g id=""1"">edit <g id=""2""><g id=""3""></g>Cliquez ici pour les renseignements de paiement.</g></g> &#13; &#13; &#13;",16,40e8b0fa-e368-11e2-bd1c-123138171cec,597,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
I would like to edit my payment.,Je désire modifier mon paiement.,7,40e8b0fa-e368-11e2-bd1c-123138171cec,598,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
"CLOSE <g id=""1""><g id=""2""></g> You have to click update to save your changes before closing this box.</g>","FERMÉ <g id=""1""><g id=""2""></g> Vous devez cliquer sur actualisation pour sauvegarder vos changements avant de fermer cette boîte.</g>",20,40e8b0fa-e368-11e2-bd1c-123138171cec,599,en,fr,,http://frpurolator.unisyncgroupstores.com/UMSS.cfm?page=page-index.cfm&template_code=Checkout.Review&CFID=520&CFTOKEN=70e1f2c43ebe3e7a-D4848F58-BA41-54E4-6955268628389ADA&jsessionid=9630e75dfb6a7b86b9a217410401e478476d,Purolator French,Tue Jul  2 01:26:58 2013
